Name,url,Active,Years Played,Position,Clubs Played,IOC
Yoël Armougom,/en/players/9dd5da03/Yoel-Armougom,True,2017-2024,DF,"Clermont Foot, Caen, Sochaux",FRA
Loris Arnaud,/en/players/bf127d46/Loris-Arnaud,True,2007-2022,"FW,MF","Paris Saint-Germain, Angers, Clermont Foot, Orléans, Chernomorets Burgas",FRA
Mohamed El Arouch,/en/players/508a9011/Mohamed-El-Arouch,True,2022-2024,MF,Lyon,FRA
Robert Aroustanov,/en/players/bf2bc0fb/Robert-Aroustanov,True,2022-2024,MF,US Sarre-Union,FRA
Gilles Arrighino,/en/players/1ae66226/Gilles-Arrighino,True,2019-2020,DF,,FRA
Corentin Artaillou,/en/players/d9aa7463/Corentin-Artaillou,True,2018-2024,MF,USPF Saint-Philbert-de-Grand-Lieu,FRA
Quentin Artus,/en/players/a3d4ad63/Quentin-Artus,True,2020-2024,MF,FC Métropole Troyenne,FRA
Nael Arzalai,/en/players/c5cb4231/Nael-Arzalai,True,2023-2024,MF,SO Romorantin,FRA
Marwane Asad,/en/players/22418344/Marwane-Asad,True,2017-2024,MF,"ASC Biesheim, FC Saint-Louis Neuweg",FRA
Aurélien Asaka,/en/players/7f8c1ba1/Aurelien-Asaka,True,2023-2024,DF,L'Entente SSG,FRA
